sample_id,image_path,ground_truth,stay_positive_prediction,stay_positive_score,official_fsd_prediction,official_fsd_score,fsd_finetune_v1_prediction,fsd_finetune_v1_score,fsd_finetune_v2_prediction,fsd_finetune_v2_score
adm_auto_0019,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/102_adm_153.PNG,fake,real,0.4447787340571777,real,0.337158203125,real,0.303955078125,real,0.4111328125
adm_auto_0020,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/102_adm_174.PNG,fake,real,0.3749140313879533,real,0.313720703125,real,0.34375,real,0.251220703125
adm_auto_0021,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/102_adm_34.PNG,fake,real,0.3962513444529945,real,0.33544921875,real,0.359130859375,real,0.33984375
adm_auto_0022,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/102_adm_7.PNG,fake,real,0.4206218723431782,real,0.3408203125,real,0.338134765625,real,0.2333984375
adm_auto_0023,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/102_adm_85.PNG,fake,real,0.45137249848802563,real,0.12359619140625,real,0.2225341796875,real,0.1627197265625
adm_auto_0024,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/102_adm_91.PNG,fake,real,0.40651937677661354,fake,0.57080078125,fake,0.51953125,fake,0.689453125
adm_auto_0025,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/103_adm_153.PNG,fake,real,0.38789448286765016,real,0.1319580078125,real,0.1746826171875,real,0.1461181640625
adm_auto_0026,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/103_adm_174.PNG,fake,real,0.4114841881315394,real,0.235107421875,real,0.2744140625,real,0.4677734375
adm_auto_0027,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/103_adm_34.PNG,fake,real,0.39752821061364213,fake,0.56005859375,real,0.47265625,fake,0.56103515625
adm_auto_0028,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/103_adm_7.PNG,fake,real,0.39090230598408604,real,0.49462890625,real,0.490234375,real,0.4677734375
adm_auto_0029,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/103_adm_85.PNG,fake,real,0.41168353588092205,fake,0.62890625,fake,0.56201171875,fake,0.77783203125
adm_auto_0030,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/103_adm_91.PNG,fake,real,0.41661880656150185,fake,0.9462890625,fake,0.896484375,fake,0.978515625
adm_auto_0031,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/104_adm_153.PNG,fake,real,0.37909044721984336,real,0.190673828125,real,0.177001953125,real,0.2017822265625
adm_auto_0032,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/104_adm_174.PNG,fake,real,0.39741332833728327,fake,0.51025390625,real,0.37255859375,real,0.234619140625
adm_auto_0033,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/104_adm_34.PNG,fake,real,0.3898952810270035,real,0.2978515625,real,0.2998046875,real,0.3173828125
adm_auto_0034,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/104_adm_7.PNG,fake,real,0.40442311649010076,real,0.4736328125,real,0.419921875,real,0.326416015625
adm_auto_0035,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/104_adm_85.PNG,fake,real,0.38525106737973547,real,0.290283203125,real,0.29541015625,real,0.29296875
adm_auto_0036,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/104_adm_91.PNG,fake,real,0.4348417766958302,fake,0.7685546875,fake,0.70849609375,fake,0.5576171875
adm_auto_0037,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/105_adm_153.PNG,fake,real,0.4374781047377724,real,0.39990234375,real,0.357666015625,fake,0.525390625
adm_auto_0038,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/105_adm_174.PNG,fake,real,0.45810238604644354,real,0.2322998046875,real,0.2607421875,real,0.2088623046875
adm_auto_0039,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/105_adm_34.PNG,fake,real,0.45066871004604864,real,0.439697265625,real,0.362060546875,fake,0.5166015625
adm_auto_0040,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/105_adm_7.PNG,fake,real,0.4406459197518987,real,0.2418212890625,real,0.33447265625,real,0.32421875
adm_auto_0041,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/105_adm_85.PNG,fake,real,0.40123971123141444,real,0.490234375,real,0.391357421875,real,0.36669921875
adm_auto_0042,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/105_adm_91.PNG,fake,real,0.4389462878676705,fake,0.56787109375,real,0.443603515625,real,0.47607421875
adm_auto_0043,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/106_adm_153.PNG,fake,real,0.41653818261972375,real,0.228515625,real,0.27978515625,real,0.351806640625
adm_auto_0044,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/106_adm_174.PNG,fake,real,0.40700510544172797,real,0.30322265625,real,0.355712890625,real,0.47265625
adm_auto_0045,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/106_adm_34.PNG,fake,real,0.398636610971352,real,0.206298828125,real,0.21728515625,real,0.266357421875
adm_auto_0046,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/106_adm_7.PNG,fake,real,0.41681738994850615,real,0.361572265625,real,0.29248046875,real,0.446044921875
adm_auto_0047,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/106_adm_85.PNG,fake,real,0.39348685732047967,real,0.2265625,real,0.310791015625,real,0.2425537109375
adm_auto_0048,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/106_adm_91.PNG,fake,real,0.38499217071367087,real,0.3857421875,real,0.414794921875,fake,0.525390625
adm_auto_0049,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/107_adm_153.PNG,fake,real,0.3752280684464887,real,0.374267578125,real,0.3369140625,real,0.361083984375
adm_auto_0050,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/107_adm_174.PNG,fake,real,0.41626431624040144,real,0.17138671875,real,0.303955078125,real,0.10931396484375
adm_auto_0051,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/107_adm_34.PNG,fake,real,0.45434578255853,real,0.1795654296875,real,0.315673828125,real,0.1781005859375
adm_auto_0052,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/107_adm_7.PNG,fake,real,0.36667291494566717,fake,0.72802734375,fake,0.501953125,real,0.4130859375
adm_auto_0053,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/107_adm_85.PNG,fake,real,0.38801681270413935,fake,0.56591796875,fake,0.7265625,fake,0.6083984375
adm_auto_0054,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/107_adm_91.PNG,fake,real,0.40519935943868113,fake,0.99365234375,fake,0.93310546875,fake,0.97509765625
adm_auto_0055,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/108_adm_153.PNG,fake,real,0.41450435348763764,fake,0.67333984375,fake,0.650390625,fake,0.64599609375
adm_auto_0056,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/108_adm_174.PNG,fake,real,0.4030227965546287,real,0.3408203125,real,0.460205078125,real,0.49609375
adm_auto_0057,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/108_adm_34.PNG,fake,real,0.3941713206458625,real,0.445068359375,real,0.394287109375,fake,0.5654296875
adm_auto_0058,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/108_adm_7.PNG,fake,real,0.4292966195489393,real,0.420654296875,real,0.368896484375,real,0.2646484375
adm_auto_0059,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/108_adm_85.PNG,fake,real,0.39934733908273007,real,0.294921875,real,0.371337890625,real,0.444091796875
adm_auto_0060,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/108_adm_91.PNG,fake,real,0.42699883132597877,fake,0.767578125,fake,0.5830078125,fake,0.83544921875
adm_auto_0061,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/109_adm_153.PNG,fake,real,0.3823482133428785,fake,0.51123046875,real,0.370849609375,real,0.377197265625
adm_auto_0062,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/109_adm_174.PNG,fake,real,0.40331596540178555,real,0.23095703125,real,0.373046875,real,0.347412109375
adm_auto_0063,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/109_adm_34.PNG,fake,real,0.4479195148888241,fake,0.88037109375,fake,0.82080078125,fake,0.61767578125
adm_auto_0064,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/109_adm_7.PNG,fake,real,0.3874605835470166,real,0.1661376953125,real,0.1591796875,real,0.275146484375
adm_auto_0065,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/109_adm_85.PNG,fake,real,0.40251071330887617,real,0.38818359375,fake,0.50244140625,real,0.394775390625
adm_auto_0066,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/109_adm_91.PNG,fake,real,0.3778253756926881,real,0.29150390625,real,0.316650390625,real,0.2203369140625
adm_auto_0067,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/10_adm_153.PNG,fake,real,0.37286485142609066,fake,0.68603515625,fake,0.666015625,fake,0.7294921875
adm_auto_0068,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/10_adm_174.PNG,fake,real,0.4355424169979383,fake,0.67578125,fake,0.6376953125,fake,0.63916015625
adm_auto_0069,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/10_adm_34.PNG,fake,fake,0.5300395813423767,fake,0.72314453125,fake,0.5703125,fake,0.5517578125
adm_auto_0070,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/10_adm_7.PNG,fake,real,0.39331732251989227,real,0.3466796875,real,0.387939453125,real,0.2021484375
adm_auto_0071,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/10_adm_85.PNG,fake,real,0.37089485316992077,real,0.418212890625,real,0.398193359375,real,0.35400390625
adm_auto_0072,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/10_adm_91.PNG,fake,real,0.41582985752163537,fake,0.62451171875,fake,0.62255859375,fake,0.68310546875
adm_auto_0073,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/110_adm_153.PNG,fake,real,0.3767291761284923,real,0.3466796875,real,0.363037109375,real,0.418212890625
adm_auto_0074,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/110_adm_174.PNG,fake,real,0.3641544400685664,real,0.2998046875,real,0.2919921875,real,0.435791015625
adm_auto_0075,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/110_adm_34.PNG,fake,real,0.37549691829408594,fake,0.93359375,fake,0.73046875,fake,0.66552734375
adm_auto_0076,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/110_adm_7.PNG,fake,real,0.3765770867464754,real,0.29736328125,real,0.34521484375,real,0.346923828125
adm_auto_0077,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/110_adm_85.PNG,fake,real,0.4384376961509094,real,0.37841796875,real,0.3642578125,fake,0.703125
adm_auto_0078,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/110_adm_91.PNG,fake,real,0.4061917492889415,fake,0.88330078125,fake,0.71630859375,fake,0.927734375
adm_auto_0079,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/111_adm_153.PNG,fake,fake,0.5711569648515884,fake,0.8955078125,fake,0.77587890625,fake,0.95703125
adm_auto_0080,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/111_adm_174.PNG,fake,real,0.44416478585374847,fake,0.75634765625,real,0.478515625,fake,0.73388671875
adm_auto_0081,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/111_adm_34.PNG,fake,real,0.467715010985311,fake,0.978515625,fake,0.87890625,fake,0.982421875
adm_auto_0082,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/111_adm_7.PNG,fake,real,0.4182776902884623,fake,0.79052734375,fake,0.7744140625,fake,0.95556640625
adm_auto_0083,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/111_adm_85.PNG,fake,real,0.47843678583174226,real,0.418701171875,fake,0.513671875,fake,0.7890625
adm_auto_0084,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/111_adm_91.PNG,fake,fake,0.5000957846638283,fake,0.9384765625,fake,0.81396484375,fake,0.9453125
adm_auto_0085,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/112_adm_153.PNG,fake,real,0.42766264177727437,real,0.490234375,fake,0.51171875,fake,0.556640625
adm_auto_0086,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/112_adm_174.PNG,fake,real,0.3833905119144987,fake,0.64501953125,fake,0.6123046875,fake,0.7626953125
adm_auto_0087,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/112_adm_34.PNG,fake,real,0.39201779959458616,fake,0.6689453125,fake,0.5380859375,fake,0.6279296875
adm_auto_0088,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/112_adm_7.PNG,fake,real,0.4289645770210971,real,0.309326171875,real,0.367919921875,real,0.173828125
adm_auto_0089,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/112_adm_85.PNG,fake,real,0.38241863814574983,real,0.1767578125,real,0.2218017578125,real,0.1513671875
adm_auto_0090,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/112_adm_91.PNG,fake,real,0.4420948781270611,fake,0.71875,fake,0.666015625,fake,0.7568359375
adm_auto_0091,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/113_adm_153.PNG,fake,real,0.45695172983309146,real,0.25390625,real,0.449951171875,real,0.351806640625
adm_auto_0092,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/113_adm_174.PNG,fake,real,0.4710867276015805,real,0.32177734375,real,0.46875,real,0.29052734375
adm_auto_0093,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/113_adm_34.PNG,fake,real,0.42755276685547566,real,0.267333984375,real,0.47265625,real,0.466796875
adm_auto_0094,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/113_adm_7.PNG,fake,real,0.4266874139142573,real,0.1656494140625,real,0.319091796875,real,0.226806640625
adm_auto_0095,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/113_adm_85.PNG,fake,real,0.45493550635393987,real,0.33349609375,real,0.412841796875,real,0.24853515625
adm_auto_0096,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/113_adm_91.PNG,fake,real,0.4124630697874699,real,0.48193359375,real,0.443115234375,real,0.29736328125
adm_auto_0097,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/114_adm_153.PNG,fake,real,0.43734006975062995,real,0.477783203125,real,0.46240234375,real,0.45703125
adm_auto_0098,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/114_adm_174.PNG,fake,real,0.38837715018829355,fake,0.6142578125,fake,0.5458984375,fake,0.78515625
adm_auto_0099,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/114_adm_34.PNG,fake,real,0.4556113049709269,real,0.401123046875,real,0.406494140625,real,0.46240234375
adm_auto_0100,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/114_adm_7.PNG,fake,real,0.37739702178667744,fake,0.6123046875,real,0.47216796875,fake,0.619140625
adm_auto_0101,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/114_adm_85.PNG,fake,real,0.38605330325369075,real,0.286865234375,real,0.3203125,real,0.42626953125
adm_auto_0102,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/114_adm_91.PNG,fake,real,0.4048371880929094,real,0.455078125,real,0.43408203125,real,0.4111328125
adm_auto_0103,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/115_adm_153.PNG,fake,real,0.3659787499116321,real,0.49169921875,real,0.4423828125,real,0.398681640625
adm_auto_0104,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/115_adm_174.PNG,fake,real,0.4799147506200757,real,0.41064453125,real,0.331298828125,fake,0.505859375
adm_auto_0105,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/115_adm_34.PNG,fake,real,0.408765258767447,real,0.37841796875,real,0.452880859375,real,0.35888671875
adm_auto_0106,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/115_adm_7.PNG,fake,real,0.40906031300635076,real,0.47412109375,real,0.436767578125,real,0.40576171875
adm_auto_0107,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/115_adm_85.PNG,fake,real,0.4277474533262227,real,0.09075927734375,real,0.2017822265625,real,0.03802490234375
adm_auto_0108,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/115_adm_91.PNG,fake,real,0.40316734267117527,real,0.3173828125,real,0.306884765625,real,0.447509765625
adm_auto_0109,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/116_adm_153.PNG,fake,real,0.3920282198617754,real,0.21533203125,real,0.1934814453125,real,0.302001953125
adm_auto_0110,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/116_adm_174.PNG,fake,real,0.40212548479388266,fake,0.611328125,real,0.454345703125,fake,0.5361328125
adm_auto_0111,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/116_adm_34.PNG,fake,real,0.44453660717280113,real,0.412109375,real,0.376708984375,real,0.34619140625
adm_auto_0112,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/116_adm_7.PNG,fake,real,0.3821263343312304,real,0.403564453125,real,0.361572265625,fake,0.53564453125
adm_auto_0113,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/116_adm_85.PNG,fake,real,0.4221821438082155,fake,0.6796875,real,0.47412109375,fake,0.59521484375
adm_auto_0114,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/116_adm_91.PNG,fake,real,0.38175416861131856,real,0.438720703125,real,0.415771484375,fake,0.55078125
adm_auto_0115,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/117_adm_153.PNG,fake,real,0.3665408824556394,fake,0.59521484375,fake,0.57666015625,real,0.446533203125
adm_auto_0116,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/117_adm_174.PNG,fake,real,0.41186958973468263,fake,0.55224609375,fake,0.52490234375,fake,0.525390625
adm_auto_0117,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/117_adm_34.PNG,fake,real,0.38626917624826146,fake,0.64599609375,fake,0.640625,fake,0.75048828125
adm_auto_0118,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/117_adm_7.PNG,fake,fake,0.5488097397533284,fake,0.9794921875,fake,0.923828125,fake,0.93798828125
adm_auto_0119,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/117_adm_85.PNG,fake,real,0.4240046757885871,fake,0.69287109375,fake,0.6142578125,fake,0.6552734375
adm_auto_0120,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/117_adm_91.PNG,fake,real,0.4045855157628234,real,0.1981201171875,real,0.25830078125,real,0.21728515625
